City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
526,Thanh Hoa,VN,77.4,overcast clouds,19.8,105.7667,KHÁCH SẠN NGỌC LY 8
527,Atambua,ID,65.86,scattered clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
528,Bilma,NE,78.6,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
529,Curuca,BR,75.97,broken clouds,-0.7289,-47.8481,Hotel Curuça
532,Asau,RO,65.32,scattered clouds,46.4333,26.4,Casa Mika Ciobanus
533,Canaries,ES,66.16,few clouds,28.0,-15.5,Villa del Monte
534,Kavaratti,IN,80.78,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
537,Zhanaozen,KZ,83.21,clear sky,43.3,52.8,K.korabay 28A
539,Teahupoo,PF,76.96,clear sky,-17.8333,-149.2667,Vanira Lodge
540,Palu,ID,73.13,scattered clouds,-0.8917,119.8707,Hotel Santika Palu
542,Kysyl-Syr,RU,68.58,broken clouds,63.8986,122.7617,
543,Dawei,MM,75.96,heavy intensity rain,14.0833,98.2,Hotel Dawei
544,Golfito,CR,76.03,overcast clouds,8.639,-83.166,Banana Bay Marina
549,Sibu,MY,77.31,few clouds,2.3,111.8167,RH HOTEL (4 Star)
552,Busembatia,UG,64.09,broken clouds,0.7697,33.6131,ROMA GUEST HOUSE
553,Kantabanji,IN,77.45,overcast clouds,20.4833,82.9167,Kamdhenu Borewell And Trading
555,Cortland,US,82.67,clear sky,42.6001,-76.083,Cortland Motel
556,Simbahan,PH,82.71,scattered clouds,6.3032,120.5836,
557,Senneterre,CA,75.42,scattered clouds,48.3835,-77.2328,Motel Senabi
560,Xinzhi,CN,76.8,overcast clouds,36.4989,111.7047,Mingyue Hotel
561,Marang,MY,80.51,moderate rain,5.2056,103.2059,DBarakah Homestay
562,College,US,68.58,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
564,Barauna,BR,78.57,overcast clouds,-5.08,-37.6167,Pousada Rancho do Sabiá
565,Sao Felix Do Xingu,BR,80.26,broken clouds,-6.6447,-51.995,Rio Xingu Camping
566,Inirida,CO,77.38,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
567,Souillac,MU,70.18,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
568,Moba,CN,62.92,broken clouds,33.2288,105.0179,
569,Makat,KZ,79.18,clear sky,47.6469,53.3463,Umit
570,Dalaba,GN,63.36,moderate rain,10.7,-12.25,Hôtel Tangama
571,Poum,NC,72.91,clear sky,-20.2333,164.0167,Gîte kajeon
572,Fryanovo,RU,61.12,overcast clouds,56.1333,38.45,Mb Resort
573,Shiyan,CN,77.41,clear sky,32.6475,110.7781,Fenghuang Garden Holiday Hotel
574,Gryazi,RU,62.22,broken clouds,52.4966,39.9359,Гостиница Ника
575,Port Keats,AU,68.95,broken clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
576,Yebaishou,CN,69.96,overcast clouds,41.3975,119.6408,Siji Home
577,Jutai,BR,82.29,overcast clouds,-5.1833,-68.9,
578,Najran,SA,84.85,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
580,Lagoa,PT,69.42,broken clouds,39.05,-27.9833,Casa Das Faias
581,Kapuskasing,CA,78.89,smoke,49.4169,-82.4331,Park Inn Motel
583,Maypangdan,PH,78.82,broken clouds,11.6519,125.4503,GV Hotel Borongan
584,Mesetas,CO,75.81,broken clouds,3.3846,-74.0442,Hotel Doña Betty
585,Sibolga,ID,76.51,broken clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
586,Awjilah,LY,83.17,clear sky,29.1081,21.2869,
588,Marsh Harbour,BS,83.05,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
590,Flin Flon,CA,66.04,scattered clouds,54.7682,-101.865,Victoria Inn Flin Flon
593,Bandundu,CD,78.42,overcast clouds,-3.3167,17.3667,Coja Color
597,Soyo,AO,71.28,broken clouds,-6.1349,12.3689,Hotel Mpampa
598,Minbu,MM,80.11,overcast clouds,20.1833,94.8833,Pan Tha Tin Guest House - Burmese Only
599,Margate,GB,64.69,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
600,Petropavlovsk-Kamchatskiy,RU,64.99,clear sky,53.0452,158.6483,The Hotel Petropavlovsky
602,Cochrane,CA,83.43,few clouds,51.1834,-114.4687,Days Inn & Suites by Wyndham Cochrane
605,Namatanai,PG,80.06,light rain,-3.6667,152.4333,Seagulls Inn Namatani
607,Belmonte,BR,68.5,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
609,Gberia Fotombu,SL,69.8,overcast clouds,9.8833,-11.1667,
610,Gloucester,GB,68.22,overcast clouds,51.8657,-2.2431,Edward Hotel
611,Watertown,US,76.69,overcast clouds,42.3709,-71.1828,Sonesta International Hotels Corporation
613,Argentan,FR,63.32,broken clouds,48.75,-0.0167,Hostellerie De La Renaissance
615,Fairbanks,US,69.03,broken clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
618,Nobeoka,JP,76.77,overcast clouds,32.5833,131.6667,En City Hotel Nobeoka
619,Ust-Maya,RU,65.05,clear sky,60.4167,134.5333,
622,Ormara,PK,82.0,overcast clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
625,Torquay,GB,66.58,broken clouds,50.4638,-3.5143,The Grand Hotel
626,Osakarovka,KZ,61.09,clear sky,50.565,72.5692,Motel' Osakarovka
627,North Bend,US,81.25,fog,43.4065,-124.2243,Red Lion Hotel Coos Bay
628,Svetlogorsk,BY,63.88,scattered clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
631,Prince George,CA,64.26,clear sky,53.9166,-122.753,Canadas Best Value Inn Prince George
632,Sola,VU,79.47,broken clouds,-13.8833,167.55,Leumerus Bungalows
635,Nabire,ID,76.03,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
636,Luorong,CN,78.37,few clouds,24.4058,109.6086,荣立大酒店
637,Buala,SB,82.09,scattered clouds,-8.145,159.5921,Maringe Lagoon Lodge
642,Morondava,MG,69.6,few clouds,-20.2833,44.2833,La Case Bambou
643,Benavente,ES,60.91,overcast clouds,42.0025,-5.6783,Parador de Benavente
644,Sabha,LY,82.33,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
645,Tateyama,JP,78.82,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
646,Turukhansk,RU,63.34,scattered clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
647,Kamaishi,JP,73.09,broken clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
648,Olgod,DK,68.36,broken clouds,55.8068,8.6286,Nilles bed & breakfast
650,Shaowu,CN,75.96,overcast clouds,27.3409,117.4831,Yijie Express Hotel
652,Ketchikan,US,61.27,light rain,55.3422,-131.6461,Snows Cove Lodge
654,Corinto,GR,80.89,clear sky,37.9407,22.9573,Ephira Hotel
656,Raga,SS,70.39,light rain,8.4596,25.678,
658,San Nicola,IT,79.57,overcast clouds,40.6116,8.991,B&B Santu Larentu
662,Artyom,AZ,80.74,clear sky,40.4723,50.333,Merdan Respect
663,Praya,CV,77.54,scattered clouds,14.9215,-23.5087,LT Aparthotel
664,Stabat,ID,74.43,broken clouds,3.761,98.4513,Link VII damai
665,Bosobolo,CD,72.32,overcast clouds,4.1833,19.9,
666,San Quintin,MX,68.58,overcast clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
667,Codo,BR,79.45,broken clouds,-4.4553,-43.8856,Hotel Porto do Sol
671,Yantal,RU,61.0,scattered clouds,56.8471,105.2542,
672,Bairiki,KI,78.8,broken clouds,1.3292,172.9752,Tarawa Boutique Hotel
675,Udachnyy,RU,72.45,broken clouds,66.4167,112.4,Severnoye Siyaniye
678,Chiang Rai,TH,75.18,light rain,19.9167,99.9167,Bansaeo Garden and Resort
680,Huangmei,CN,76.48,broken clouds,30.1924,116.025,Tianxiachan Hotel
684,Denpasar,ID,73.06,scattered clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
685,Bondowoso,ID,68.83,clear sky,-7.9135,113.8214,Anugerah Hotel Bondowoso
